pays,annee,all,00-14,15-29,30-44,45-59,60+,M,M 00-14,M 15-29,M 30-44,M 45-59,M 60+,F,F 00-14,F 15-29,F 30-44,F 45-59,F 60+
Mexico,1986,47.43,7.89,51.790000000000006,64.67,65.2,70.47,83.83,10.32,91.78,118.28999999999999,118.13,120.95,12.719999999999999,5.390000000000001,11.100000000000001,12.18,15.940000000000001,28.729999999999997
Mexico,1987,46.510000000000005,8.35,51.269999999999996,64.05,60.59,70.09,82.27,11.15,92.38000000000001,116.13999999999999,109.14999999999999,120.74,12.33,5.46,9.91,12.850000000000001,15.0,27.9
Mexico,1988,45.31,8.49,49.25,59.379999999999995,59.87,73.12,79.41,11.400000000000002,87.22,107.14,107.77,124.75000000000001,12.85,5.5,11.030000000000001,12.530000000000001,14.909999999999998,30.5
Mexico,1989,45.900000000000006,9.3,49.03,58.61000000000001,59.55,78.62,79.89,12.260000000000002,86.52000000000001,105.47,105.17999999999999,134.76,13.66,6.21,11.280000000000001,12.7,16.72,32.5
Mexico,1990,43.92,8.850000000000001,46.09,55.87,58.54,75.4,76.28,11.29,80.94,99.75999999999999,104.31,129.51999999999998,13.33,6.32,10.98,12.97,15.52,31.240000000000002
Mexico,1991,43.61,8.95,47.480000000000004,55.230000000000004,55.42,74.89,75.41,11.65,83.52000000000001,99.0,97.69,126.33,13.43,6.16,11.170000000000002,12.530000000000001,15.670000000000002,32.64
Mexico,1992,44.870000000000005,8.219999999999999,51.47,59.96,56.690000000000005,68.75,79.11999999999999,10.620000000000001,93.01,109.10000000000001,100.76,117.96,12.8,5.739999999999999,10.93,13.27,15.030000000000001,28.29
Mexico,1993,43.71,8.44,49.61,57.730000000000004,54.77,68.93,76.68,10.86,89.17,105.39,96.47999999999999,117.2,12.87,5.95,11.01,12.56,15.39,29.12
Mexico,1994,42.75,7.760000000000001,48.58,56.440000000000005,53.74,68.12,75.38,9.71,87.72999999999999,102.64,95.42,118.17,12.24,5.75,10.33,12.75,14.480000000000002,26.439999999999998
Mexico,1995,40.44,7.5600000000000005,46.83,53.41,50.78,62.34,71.2,9.66,83.43,97.50999999999999,90.24000000000001,108.24000000000001,11.790000000000001,5.38,11.059999999999999,11.809999999999999,13.65,24.869999999999997
Mexico,1996,38.54,7.31,45.15,50.79,49.22,57.11,67.55000000000001,9.32,81.35,91.3,84.53,101.41,11.370000000000001,5.25,10.49,11.59,14.55,21.89
Mexico,1997,37.17,7.6,43.69,49.32,45.69,55.28,64.58,9.370000000000001,77.4,88.44,79.32,96.72999999999999,11.420000000000002,5.77,11.34,11.68,12.66,21.96
Mexico,1998,32.94,6.029999999999999,39.54,45.230000000000004,40.82,45.68000000000001,57.269999999999996,7.61,69.93,81.49,70.49,78.9,10.040000000000001,4.39,10.33,10.51,11.73,18.74
Mexico,1999,30.79,6.14,36.36,42.28,38.34,42.57,53.3,7.710000000000001,64.01,75.58,66.57,73.5,9.61,4.54,9.73,10.52,10.690000000000001,17.39
Mexico,2000,27.060000000000002,5.220000000000001,33.12,36.88,33.22,36.620000000000005,46.68,6.6899999999999995,58.09,65.82,57.28,62.290000000000006,8.620000000000001,3.71,9.16,9.34,9.71,15.510000000000002
Mexico,2001,26.339999999999996,5.539999999999999,32.58,34.6,31.990000000000002,36.68,45.120000000000005,6.77,56.61,61.5,54.83,63.2,8.76,4.279999999999999,9.61,9.05,9.76,14.899999999999999
Mexico,2002,26.78,5.7299999999999995,33.42,34.96,32.57,36.8,45.54,7.109999999999999,57.84,62.39,54.81999999999999,61.76,9.24,4.3100000000000005,10.32,8.93,10.94,16.17
Mexico,2003,26.71,5.3,33.870000000000005,34.72,32.91,36.21,45.519999999999996,6.3,58.870000000000005,61.55,55.92,61.35,9.21,4.27,10.5,9.280000000000001,10.59,15.33
Mexico,2004,25.85,5.0600000000000005,33.43,33.93,30.689999999999998,34.83,44.209999999999994,6.1,58.46,60.50999999999999,51.79,59.03,8.83,4.01,10.26,8.77,10.32,14.54
Mexico,2005,27.08,5.39,35.95,35.16,32.29,34.94,46.36,6.4399999999999995,62.92999999999999,62.589999999999996,55.05,58.99,9.280000000000001,4.319999999999999,11.2,9.28,10.37,14.719999999999999
Mexico,2006,27.759999999999998,5.79,36.78,36.2,33.6,34.4,47.69,7.07,64.39,64.94,57.55,58.129999999999995,9.39,4.48,11.569999999999999,9.170000000000002,10.64,14.260000000000002
Mexico,2007,23.86,4.64,32.45,31.9,27.880000000000003,28.520000000000003,40.86,5.56,56.61,56.99999999999999,47.84,47.470000000000006,8.18,3.69,10.41,8.43,8.83,12.170000000000002
Mexico,2008,,,,,,,,,,,,,,,,,,
Moldova,1970,,,,,,,,,,,,,,,,,,
Moldova,1971,,,,,,,,,,,,,,,,,,
Moldova,1972,,,,,,,,,,,,,,,,,,
Moldova,1973,,,,,,,,,,,,,,,,,,
Moldova,1974,,,,,,,,,,,,,,,,,,
Moldova,1975,,,,,,,,,,,,,,,,,,
Moldova,1976,,,,,,,,,,,,,,,,,,
Moldova,1977,,,,,,,,,,,,,,,,,,
Moldova,1978,,,,,,,,,,,,,,,,,,
Moldova,1979,,,,,,,,,,,,,,,,,,
Moldova,1980,,,,,,,,,,,,,,,,,,
Moldova,1981,54.63,13.049999999999999,51.69,75.25,87.55000000000001,70.9,85.06,14.95,85.02,119.50000000000001,135.68,109.49000000000001,28.66,11.110000000000001,19.689999999999998,35.29,48.660000000000004,47.08
Moldova,1982,56.76,14.65,48.86,79.87,89.43,80.29,90.30000000000001,19.25,79.67999999999999,125.77000000000001,144.8,131.51999999999998,28.45,9.9,19.02,38.28,44.78,49.13999999999999
Moldova,1983,,,,,,,,,,,,,,,,,,
Moldova,1984,,,,,,,,,,,,,,,,,,
Moldova,1985,47.7,11.889999999999999,44.14,66.53,73.38,65.42,75.68,15.57,70.77,106.44999999999999,115.82000000000001,108.82,23.72,8.09,18.45,29.51,38.29,38.96
Moldova,1986,45.15,11.88,43.68,55.43,76.36,60.93000000000001,70.5,13.940000000000001,72.29,88.44999999999999,115.83,97.89,23.31,9.75,16.07,24.64,43.18,39.050000000000004
Moldova,1987,40.870000000000005,10.299999999999999,40.010000000000005,52.650000000000006,62.5,59.690000000000005,62.36,11.100000000000001,64.67999999999999,83.86000000000001,93.49,89.69999999999999,22.360000000000003,9.469999999999999,16.439999999999998,23.689999999999998,36.6,41.370000000000005
Moldova,1988,48.480000000000004,10.169999999999998,51.14,65.66,73.09,63.33,78.01,12.649999999999999,88.84,104.85,115.4,100.85,22.65,7.6,15.05,29.04,37.55,39.95
Moldova,1989,56.84,13.27,68.53999999999999,76.94,77.66,64.39,93.11000000000001,15.870000000000001,116.77,132.28,125.43999999999998,100.21,24.64,10.58,21.87,25.299999999999997,37.67,42.53
Moldova,1990,53.68,11.47,61.01,73.88,76.53,64.31,87.58000000000001,14.27,104.99,127.77,117.84,99.87,23.39,8.58,18.22,23.5,41.97,41.43
Moldova,1991,51.45,9.809999999999999,52.22,71.13,78.02000000000001,70.33,83.45,11.7,87.27,117.56,125.16999999999999,115.96000000000001,23.69,7.859999999999999,17.96,27.590000000000003,38.540000000000006,43.33
Moldova,1992,53.98,11.34,61.77,71.9,77.51,67.75999999999999,90.34,15.489999999999998,105.47,125.3,129.55,108.2,21.64,7.05,18.689999999999998,21.880000000000003,33.9,42.95
Moldova,1993,45.29,8.86,42.26,66.58,68.91,61.769999999999996,74.33,9.57,69.03,110.59,116.17999999999999,106.27000000000001,20.2,8.15,15.719999999999999,25.5,29.22,34.33
Moldova,1994,50.019999999999996,8.690000000000001,48.72,67.32,81.82,69.81,83.27,11.3,80.23,114.11,136.51,120.81,21.3,5.99,17.41,23.82,35.88,38.760000000000005
Moldova,1995,52.589999999999996,8.96,48.8,76.55000000000001,85.72,68.85,87.54,11.55,81.57,130.53,148.19,108.34,21.73,6.279999999999999,15.91,26.54,33.21,43.59
Moldova,1996,46.77,10.89,40.91,68.14,74.16999999999999,62.58,77.25,12.05,66.43,118.33,126.31,103.33000000000001,20.11,9.68,14.98,21.89,30.31,36.64
Moldova,1997,47.519999999999996,9.06,47.81999999999999,68.49,69.13,64.69999999999999,78.0,10.59,80.97,113.53,119.5,100.48,20.32,7.489999999999999,14.39,26.75,26.61,40.71
Moldova,1998,42.16,7.199999999999999,37.47,55.81,73.52000000000001,62.06,71.72999999999999,9.26,63.32,95.96000000000001,124.27,112.3,16.939999999999998,5.050000000000001,11.439999999999998,18.33,31.089999999999996,32.89
Moldova,1999,38.44,7.549999999999999,32.739999999999995,53.87,61.61,59.25,65.52000000000001,8.55,54.94,93.41,108.33999999999999,105.09,15.010000000000002,6.53,10.42,16.98,22.240000000000002,29.87
Moldova,2000,37.980000000000004,7.24,32.34,49.25,65.83,59.54,64.72999999999999,9.74,52.13,85.41,118.6,102.15,14.83,4.63,12.36,15.55,20.939999999999998,32.76
Moldova,2001,41.260000000000005,8.5,35.370000000000005,56.68,67.43,62.550000000000004,68.95,10.370000000000001,58.27,97.68,110.65,112.07,17.24,6.55,12.2,18.29,30.7,31.169999999999998
Moldova,2002,38.45,6.93,33.410000000000004,52.01,65.34,57.650000000000006,63.66,9.41,55.46999999999999,87.55,108.38999999999999,96.84,16.2,4.33,11.14,18.82,28.499999999999996,31.519999999999996
Moldova,2003,38.13,5.870000000000001,29.55,55.56,67.84,55.620000000000005,63.53,6.949999999999999,48.9,93.01,115.93,94.87,15.919999999999998,4.74,9.76,20.560000000000002,26.75,30.32
Moldova,2004,36.1,5.93,30.88,50.19,62.64,52.24,60.519999999999996,6.83,50.37,82.07000000000001,113.64,89.53,14.68,4.949999999999999,10.879999999999999,20.4,18.63,28.25
Moldova,2005,35.94,5.7700000000000005,28.440000000000005,48.38,69.62,50.22,58.81,5.510000000000001,44.559999999999995,83.55,121.73,76.69,15.57,6.06,11.92,15.27,24.59,32.379999999999995
Moldova,2006,34.66,4.1899999999999995,26.76,49.56999999999999,63.62,52.28999999999999,58.760000000000005,5.529999999999999,42.72,84.36,110.31,93.83000000000001,13.610000000000001,2.78,10.360000000000001,16.54,23.06,26.15
Moldova,2007,33.79,5.8999999999999995,31.790000000000003,44.29,59.25,46.05,54.45,6.83,47.08,72.81,103.33000000000001,75.83,15.14,4.949999999999999,16.03,17.03,20.7,24.75
Moldova,2008,35.17,5.12,32.379999999999995,51.28,59.849999999999994,44.96,59.22,7.0600000000000005,52.86,87.42999999999999,103.33999999999999,77.11,13.3,3.0300000000000002,11.23,16.48,21.93,22.88
Netherlands,1970,31.94,13.120000000000001,36.32,27.71,36.86,65.05,46.3,17.520000000000003,52.839999999999996,39.08,51.82000000000001,101.3,18.189999999999998,8.500000000000002,18.81,15.780000000000001,22.77,36.25
Netherlands,1971,31.78,12.83,35.32,26.62,38.35,66.49000000000001,45.88999999999999,15.780000000000001,54.18,37.74,52.2,100.84,18.25,9.74,15.32,14.850000000000001,25.27,39.58
Netherlands,1972,31.5,12.76,37.07,26.610000000000003,35.58,64.37,45.56,15.45,56.82,38.03,46.879999999999995,99.94999999999999,18.07,9.95,16.18,14.48,24.92,36.97
Netherlands,1973,31.06,10.38,38.66,27.23,36.66,59.94,43.82,13.51,55.03,38.28,47.459999999999994,92.08999999999999,18.89,7.119999999999999,21.46,15.42,26.42,35.519999999999996
Netherlands,1974,27.6,9.28,34.82,24.75,29.93,54.83,39.52,11.799999999999999,53.540000000000006,32.82,39.46,83.35,16.23,6.6499999999999995,15.16,16.2,20.85,33.26
Netherlands,1975,25.47,9.27,28.000000000000004,23.990000000000002,31.33,50.57000000000001,35.8,10.89,42.97999999999999,31.650000000000006,40.31,76.85,15.709999999999999,7.56,12.27,15.77,22.79,31.049999999999997
Netherlands,1976,26.699999999999996,9.18,30.86,25.990000000000002,31.42,51.45,37.84,10.940000000000001,45.11,35.29,42.78,79.72,16.22,7.34,15.9,15.999999999999998,20.55,30.880000000000003
Netherlands,1977,27.3,9.29,34.760000000000005,24.409999999999997,31.169999999999998,51.34,38.65,11.07,52.910000000000004,32.72,40.54,77.65,16.61,7.4399999999999995,15.779999999999998,15.52,22.18,32.99
Netherlands,1978,25.75,8.729999999999999,31.62,24.71,29.68,47.489999999999995,35.47,10.88,47.120000000000005,31.919999999999998,37.14,69.35,16.52,6.46,15.440000000000001,16.97,22.43,32.05
Netherlands,1979,23.990000000000002,6.4399999999999995,28.94,23.38,29.859999999999996,45.400000000000006,32.66,8.15,43.55,30.229999999999997,34.97,65.11,15.79,4.65,13.700000000000001,16.03,24.86,31.86
Netherlands,1980,22.81,6.31,28.0,22.48,25.48,45.25,32.29,7.82,41.730000000000004,30.43,31.979999999999997,70.11,14.02,4.75,13.66,14.0,19.1,28.3
Netherlands,1981,21.6,6.03,25.160000000000004,21.28,26.22,42.78,30.07,7.45,36.9,28.819999999999997,33.83,62.769999999999996,13.669999999999998,4.55,12.91,13.23,18.78,29.13
Netherlands,1982,21.699999999999996,5.9,24.69,21.240000000000002,27.580000000000002,43.089999999999996,29.529999999999998,6.73,35.79,27.25,34.6,63.87,14.44,5.02,13.129999999999999,14.82,20.61,28.939999999999998
Netherlands,1983,22.77,6.54,24.94,22.59,29.370000000000005,45.41,31.369999999999997,8.46,36.03,31.200000000000003,37.050000000000004,64.58000000000001,14.77,4.529999999999999,13.399999999999999,13.459999999999999,21.759999999999998,32.96
Netherlands,1984,22.7,5.140000000000001,24.89,24.630000000000003,29.520000000000003,44.019999999999996,31.48,6.88,36.84,33.01,38.34,62.34,14.450000000000001,3.31,12.47,15.75,20.67,32.32
Netherlands,1985,20.11,4.24,23.22,21.92,26.08,37.22,28.5,5.11,34.93,29.700000000000003,33.410000000000004,57.730000000000004,12.35,3.32,11.02,13.719999999999999,18.7,23.98
Netherlands,1986,20.23,3.78,23.720000000000002,21.970000000000002,26.8,37.11,27.9,4.43,34.46,28.130000000000003,33.64,57.68000000000001,13.21,3.09,12.53,15.489999999999998,19.93,23.700000000000003
Netherlands,1987,19.560000000000002,4.779999999999999,22.04,21.14,25.360000000000003,36.23,26.650000000000002,5.5600000000000005,31.67,27.75,30.979999999999997,54.67,13.07,3.96,12.0,14.21,19.64,24.4
Netherlands,1988,18.240000000000002,4.2700000000000005,21.22,19.97,23.47,32.57,24.97,4.890000000000001,31.46,26.39,29.48,46.980000000000004,11.969999999999999,3.63,10.57,13.260000000000002,17.32,23.67
Netherlands,1989,18.84,4.45,22.32,19.72,24.86,33.6,25.809999999999995,5.26,32.17,26.439999999999998,31.4,49.17,12.36,3.61,12.06,12.68,18.21,23.81
Netherlands,1990,17.490000000000002,4.4399999999999995,21.57,19.87,20.04,29.979999999999997,24.05,4.890000000000001,30.939999999999998,27.39,25.769999999999996,43.48,11.37,3.9699999999999998,11.8,12.010000000000002,14.149999999999999,21.79
Netherlands,1991,18.189999999999998,3.61,22.32,21.47,21.509999999999998,31.39,25.62,4.15,32.28,29.07,28.35,49.089999999999996,11.36,3.05,11.92,13.5,14.46,20.369999999999997
Netherlands,1992,18.08,3.7899999999999996,21.650000000000002,21.310000000000002,20.81,32.64,25.469999999999995,4.109999999999999,32.07,29.76,26.89,49.040000000000006,11.22,3.46,10.750000000000002,12.48,14.540000000000001,22.450000000000003
Netherlands,1993,17.490000000000002,3.8000000000000003,21.659999999999997,20.66,19.84,30.0,25.05,4.71,32.92,28.78,26.45,44.809999999999995,10.28,2.85,9.92,12.21,13.02,20.22
Netherlands,1994,17.5,3.4400000000000004,20.75,21.86,21.07,29.05,25.2,3.84,30.01,30.56,29.77,46.32,10.280000000000001,2.99,11.08,12.8,12.08,17.65
Netherlands,1995,17.11,3.0200000000000005,20.98,21.959999999999997,19.77,27.709999999999997,24.04,3.4799999999999995,30.569999999999997,31.160000000000004,26.02,40.2,10.469999999999999,2.55,11.02,12.4,13.33,19.43
Netherlands,1996,17.22,3.2,22.490000000000002,20.419999999999998,20.65,26.7,24.369999999999997,3.81,33.07,28.17,27.689999999999998,40.12,10.399999999999999,2.5500000000000003,11.49,12.35,13.34,17.96
Netherlands,1997,16.869999999999997,3.31,22.69,20.259999999999998,18.93,25.770000000000003,23.9,3.86,32.870000000000005,28.880000000000003,25.48,38.25,10.2,2.74,12.139999999999999,11.309999999999999,12.16,17.919999999999998
Netherlands,1998,15.6,2.19,20.15,18.62,19.64,24.72,22.35,2.6500000000000004,31.25,26.759999999999998,24.73,36.02,9.14,1.71,8.700000000000001,10.17,14.36,17.450000000000003
Netherlands,1999,16.240000000000002,3.3400000000000003,21.119999999999997,18.92,19.759999999999998,24.82,23.33,4.069999999999999,30.62,27.310000000000002,26.97,38.480000000000004,9.49,2.59,11.34,10.219999999999999,12.309999999999999,15.650000000000002
Netherlands,2000,15.77,2.23,20.549999999999997,18.49,21.39,23.17,22.72,2.8400000000000003,31.119999999999997,26.770000000000003,27.930000000000003,34.7,9.149999999999999,1.5899999999999999,9.66,9.93,14.64,15.99
Netherlands,2001,14.91,1.9500000000000002,17.83,19.67,20.099999999999998,21.8,21.75,2.36,26.86,28.15,27.83,34.05,8.379999999999999,1.51,8.54,10.899999999999999,12.150000000000002,13.59
Netherlands,2002,15.47,2.09,19.95,19.38,19.900000000000002,22.62,22.450000000000003,2.46,29.63,29.65,26.25,33.43,8.780000000000001,1.7,10.0,8.790000000000001,13.38,15.64
Netherlands,2003,15.15,2.5900000000000003,18.75,18.46,19.61,23.34,21.880000000000003,3.19,27.229999999999997,28.1,26.77,33.98,8.690000000000001,1.9600000000000002,10.05,8.54,12.29,16.09
Netherlands,2004,13.8,1.8399999999999999,15.669999999999998,17.4,20.72,20.439999999999998,19.78,1.94,23.740000000000002,25.28,27.689999999999998,30.330000000000002,8.110000000000001,1.75,7.41,9.32,13.61,13.899999999999999
Netherlands,2005,13.52,2.0700000000000003,14.29,17.96,20.82,19.35,19.39,2.2,21.32,25.619999999999997,28.86,29.16,7.93,1.9300000000000002,7.1,10.14,12.610000000000001,12.59
Netherlands,2006,12.829999999999998,1.9099999999999997,13.93,15.75,19.44,20.480000000000004,18.36,1.58,21.67,22.55,25.11,31.72,7.619999999999999,2.24,6.01,8.84,13.68,12.45
Netherlands,2007,12.21,1.9800000000000002,14.24,14.45,18.009999999999998,18.669999999999998,17.68,1.92,21.97,20.67,25.169999999999998,28.009999999999998,6.969999999999999,2.0300000000000002,6.34,8.149999999999999,10.75,11.93
Netherlands,2008,12.08,1.5,12.989999999999998,15.49,19.200000000000003,17.72,17.33,1.57,19.22,23.91,26.38,24.009999999999998,6.87,1.42,6.699999999999999,6.95,11.99,12.09
New Zealand,1970,34.989999999999995,10.75,47.82,33.54,44.29,51.7,50.01,14.120000000000001,76.22,50.39,53.019999999999996,69.89,20.14,7.24,18.380000000000003,16.099999999999998,35.589999999999996,38.45
New Zealand,1971,33.620000000000005,11.13,47.690000000000005,32.410000000000004,38.589999999999996,49.39,47.37,12.29,71.28,48.01,48.36,72.49000000000001,20.18,9.9,23.2,16.189999999999998,28.939999999999998,31.93
New Zealand,1972,34.760000000000005,11.51,53.27,29.75,38.46,51.42,48.84,11.03,79.13,38.28,58.68,74.89,21.13,12.010000000000002,26.41,20.95,18.44,34.22
New Zealand,1973,38.56,10.49,60.349999999999994,35.22,43.56,54.36,55.160000000000004,12.86,91.9,50.61,58.690000000000005,75.45,22.08,8.040000000000001,27.560000000000002,19.27,28.259999999999998,38.3
New Zealand,1974,34.85,12.66,54.410000000000004,33.65,32.11,48.94,49.76,14.219999999999999,80.3,50.64,43.260000000000005,71.72999999999999,20.31,11.030000000000001,27.369999999999997,16.05,20.770000000000003,33.05
New Zealand,1975,33.24,10.9,49.82,29.4,36.19,50.9,47.74,12.76,76.99,39.56,48.089999999999996,78.1,19.36,8.97,21.39,18.89,24.229999999999997,32.31
New Zealand,1976,31.86,8.940000000000001,48.27,29.72,36.0,46.53,46.62,10.71,77.33,44.62,48.57,62.89,17.18,7.07,18.27,14.39,23.36,33.84
New Zealand,1977,42.08,11.63,71.96,37.12,41.91,56.129999999999995,59.89999999999999,11.57,111.41,51.33,57.160000000000004,78.47,24.64,11.690000000000001,31.150000000000002,22.52,26.05,41.51
New Zealand,1978,34.07,9.99,51.949999999999996,30.520000000000003,39.44,49.160000000000004,46.93,10.71,78.57000000000001,41.870000000000005,48.21,68.23,21.53,9.219999999999999,24.369999999999997,18.9,30.310000000000002,35.62
New Zealand,1979,29.75,9.469999999999999,47.129999999999995,26.21,34.96,37.69,42.07,10.26,69.87,37.86,50.6,50.47,17.490000000000002,8.64,23.619999999999997,14.41,18.5,28.400000000000002
New Zealand,1980,30.990000000000002,9.430000000000001,53.699999999999996,25.67,30.36,41.61,43.150000000000006,9.989999999999998,81.43,34.11,38.31,59.44,19.14,8.850000000000001,25.080000000000002,17.14,22.2,28.86
New Zealand,1981,32.54,8.55,54.13,30.53,30.200000000000003,47.29,45.68,8.620000000000001,78.28999999999999,45.46,42.42,64.36,19.75,8.469999999999999,29.23,15.52,17.560000000000002,35.44
New Zealand,1982,34.519999999999996,8.67,58.800000000000004,33.480000000000004,34.11,43.489999999999995,50.059999999999995,9.440000000000001,92.85,49.24,41.129999999999995,64.16,19.48,7.84,23.94,17.71,26.92,28.97
New Zealand,1983,31.1,7.869999999999999,53.81999999999999,27.54,29.67,43.34,44.410000000000004,9.040000000000001,82.75999999999999,39.53,37.66,60.44,18.070000000000004,6.659999999999999,23.98,15.55,21.450000000000003,30.88
New Zealand,1984,33.31,9.61,57.21000000000001,31.48,29.929999999999996,43.739999999999995,50.14,12.780000000000001,88.56,48.790000000000006,41.82,66.24,16.82,6.28,24.9,14.23,17.67,26.720000000000002
New Zealand,1985,33.72,9.129999999999999,61.24,29.29,30.47,42.97,48.03,8.76,90.33,42.84,41.05,65.44,19.91,9.52,31.080000000000002,15.91,19.56,27.220000000000002
New Zealand,1986,37.19,10.28,64.64,37.95,34.71,41.46,54.339999999999996,10.49,100.42,57.239999999999995,47.53,59.230000000000004,20.37,10.04,28.16,18.8,21.63,28.060000000000002
New Zealand,1987,39.4,10.739999999999998,72.81,36.8,36.510000000000005,41.7,57.510000000000005,12.5,110.95,54.92,49.45,61.18000000000001,21.73,8.9,34.019999999999996,18.939999999999998,23.3,27.389999999999997
New Zealand,1988,37.19,6.8,71.35000000000001,36.480000000000004,34.11,38.69,56.4,7.039999999999999,110.2,56.56,55.47,54.5,18.42,6.53,32.13,16.66,12.370000000000001,27.410000000000004
New Zealand,1989,38.07,9.0,73.33,35.12,32.989999999999995,41.05,57.099999999999994,10.74,114.91,55.06,43.78,60.81,19.79,7.17,31.759999999999998,15.739999999999998,21.96,27.119999999999997
New Zealand,1990,37.02,8.260000000000002,74.08000000000001,34.59,32.29,34.16,56.17,10.870000000000001,116.91,52.120000000000005,46.17,50.75,18.44,5.52,31.27,17.48,18.320000000000004,22.12
New Zealand,1991,33.68,8.19,60.67,38.6,29.36,30.8,50.13,10.46,95.58,57.47,40.230000000000004,43.27,17.8,5.82,26.47,20.189999999999998,18.49,20.9
New Zealand,1992,33.980000000000004,9.0,62.19,31.94,33.13,35.29,51.5,9.61,98.84,51.5,44.94,54.36,17.29,8.37,26.139999999999997,12.959999999999999,21.35,20.87
New Zealand,1993,30.349999999999998,6.28,59.34,33.22,23.13,27.840000000000003,45.53,6.36,92.85,49.68,33.86,41.89,15.83,6.180000000000001,26.26,17.22,12.42,17.47
New Zealand,1994,31.729999999999997,7.71,54.21,35.21,30.409999999999997,33.480000000000004,47.59,8.71,82.75999999999999,54.870000000000005,42.400000000000006,54.12,16.67,6.659999999999999,26.12,16.2,18.46,17.54
New Zealand,1995,31.97,8.29,60.08,31.229999999999997,30.569999999999997,29.080000000000002,47.25,9.370000000000001,94.25,45.93,43.57,40.56,17.09,7.16,26.340000000000003,17.04,17.61,19.18
New Zealand,1996,30.37,7.4399999999999995,58.53,29.57,25.83,29.97,45.95,7.4399999999999995,88.66,47.730000000000004,38.33,49.25,15.510000000000002,7.44,28.68,12.120000000000001,13.35,15.0
New Zealand,1997,30.73,7.34,56.160000000000004,34.410000000000004,24.63,31.11,45.97,7.73,85.75,53.55,33.489999999999995,50.89,16.13,6.930000000000001,26.65,16.09,15.77,15.14
New Zealand,1998,30.39,8.77,54.059999999999995,33.81,24.740000000000002,30.27,44.46,11.69,80.74000000000001,48.23,37.03,44.61,16.77,5.68,27.700000000000003,20.080000000000002,12.49,18.259999999999998
New Zealand,1999,27.96,5.390000000000001,48.400000000000006,32.99,23.71,31.85,40.47,5.82,70.64,49.8,36.1,43.260000000000005,16.07,4.949999999999999,26.69,17.15,11.379999999999999,22.87
New Zealand,2000,24.970000000000002,5.71,42.12,30.44,23.67,23.700000000000003,37.97,6.300000000000001,65.7,48.46,34.66,35.79,12.530000000000001,5.109999999999999,18.91,13.530000000000001,12.830000000000002,13.409999999999998
New Zealand,2001,25.990000000000002,4.43,44.39,33.37,21.630000000000003,27.89,38.41,4.25,69.07,51.849999999999994,28.060000000000002,39.81999999999999,14.149999999999999,4.62,19.939999999999998,16.07,15.31,18.060000000000002
New Zealand,2002,24.419999999999998,4.66,38.99999999999999,30.42,25.21,25.82,35.39,4.83,56.33,45.54,37.34,38.269999999999996,14.04,4.49,21.729999999999997,16.3,13.32,16.04
New Zealand,2003,25.740000000000002,3.8099999999999996,40.72,33.47,26.589999999999996,27.91,37.120000000000005,4.51,58.209999999999994,51.69,36.18,40.28,14.76,3.0700000000000003,23.1,16.5,17.21,16.790000000000003
New Zealand,2004,23.85,3.76,41.709999999999994,28.22,24.060000000000002,22.89,35.72,4.63,63.24999999999999,42.050000000000004,34.49,37.300000000000004,12.68,2.84,20.29,15.39,13.89,12.079999999999998
New Zealand,2005,23.909999999999997,4.59,40.42,29.14,25.73,20.36,35.23,4.78,61.41,43.33,37.57,30.17,13.059999999999999,4.4,19.44,16.060000000000002,14.21,12.01
New Zealand,2006,23.21,4.2700000000000005,36.65,28.93,25.869999999999997,23.16,34.47,4.359999999999999,55.12,45.86,38.260000000000005,32.370000000000005,12.61,4.17,18.169999999999998,13.380000000000003,13.88,16.57
New Zealand,2007,,,,,,,,,,,,,,,,,,
New Zealand,2008,,,,,,,,,,,,,,,,,,
Norway,1970,22.990000000000002,11.25,26.339999999999996,21.9,27.33,37.87,34.919999999999995,15.97,40.900000000000006,34.33,41.11000000000001,56.85,11.18,6.279999999999999,10.93,9.129999999999999,13.75,22.62
Norway,1971,21.34,9.55,25.740000000000002,21.61,24.88,32.87,32.74,12.87,38.81,33.78,39.86,52.370000000000005,10.14,6.05,11.879999999999999,9.1,10.02,17.43
Norway,1972,21.72,7.23,28.14,21.450000000000003,25.560000000000002,35.519999999999996,32.3,8.82,43.769999999999996,32.71,37.33,52.63,11.21,5.56,11.629999999999999,9.83,13.86,21.58
Norway,1973,22.189999999999998,10.49,26.159999999999997,19.740000000000002,28.320000000000004,35.79,33.86,12.540000000000001,41.62,32.28,42.64,55.7,10.780000000000001,8.33,9.82,6.74,14.21,20.689999999999998
Norway,1974,23.34,7.95,28.42,23.689999999999998,29.54,37.71,35.370000000000005,10.04,45.76,34.910000000000004,45.78000000000001,56.370000000000005,11.46,5.739999999999999,10.11,12.07,13.51,22.939999999999998
Norway,1975,23.07,10.01,29.02,20.68,28.29,36.68,32.95,11.93,44.6,28.77,38.94,54.36,13.370000000000001,7.97,12.549999999999999,12.280000000000001,17.7,23.0
Norway,1976,22.85,7.61,29.79,22.970000000000002,28.12,34.59,33.5,9.33,44.7,33.32,40.61,54.14,12.41,5.8,14.08,12.17,15.76,19.32
Norway,1977,22.689999999999998,8.37,29.24,22.75,28.92,32.06,33.480000000000004,10.94,44.19,32.71,43.120000000000005,49.239999999999995,12.07,5.7,13.46,12.32,14.760000000000002,19.060000000000002
